folder,com_news_amount,com_title_list,ceo_news_amount,ceo_title_list,alpha_news_amount,alpha_news_sentiment_mean,date_global_quote,open_price,high_price,low_price,closing_price,volume,date_federal_funds_rate,federal_funds_rate,date_currency_exchange_rate,currency_exchange_rate,date_cpi,cpi,date_inflation,inflation,date_unenployment,unemployment,date_eps,eps,date_gdp,gdp,date_retail_sales,retail_sales,market_capitalization,ebitda,pe_ratio,peg_ratio,book_value,dividend_per_share,dividend_yield,eps,revenue_per_share_ttm,profit_margin,operating_margin_ttm,return_on_assets_ttm,return_on_equity_ttm,revenue_ttm,gross_profit_ttm,diluted_eps_ttm,quarterly_earnings_growth_yoy,quarterly_revenue_growth_yoy,analyst_target_price,trailing_pe,forward_pe,price_to_sales_ratio_ttm,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,week_high_52,week_low_52,day_moving_average_50,day_moving_average_200,shares_outstanding,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
20240320,3,"['Pokemon Company resets some users’ passwords', 'The Pokemon Company resets some users’ passwords in response to hacking attempts against some of its users. The Pokemon Company announced it had reset the passwords for some accounts after it had detected hacking attempts, Techcrunch first reported. The compa…', 'Analysts Issue Forecasts for Adobe Inc.’s Q2 2024 Earnings (NASDAQ:ADBE)', 'Adobe Inc. (NASDAQ:ADBE – Free Report) – Investment analysts at DA Davidson issued their Q2 2024 earnings per share (EPS) estimates for shares of Adobe in a research report issued on Monday, March 18th. DA Davidson analyst G. Luria anticipates that the softwa…', ""Lenovo announced ThinkPads for 'better sustainability and extended repairabilty'"", 'Article URL: https://news.lenovo.com/pressroom/press-releases/unleashing-innovation-and-better-sustainability-of-lenovos-latest-thinkpad-l-series-and-x-series-laptops/\nComments URL: https://news.ycombinator.com/item?id=39763429\nPoints: 5\n# Comments: 2']",0,0,4,0.28879350000000004,2024-03-20,523.2900,523.8700,512.5000,519.1400,4239557,2024-03-19,5.33,2024-03-21 10:11:01,150.97100000,2024-02-01,310.326,2022-01-01,8.00279982052121,2024-02-01,3.9,2024-02-29,4.48,2023-10-01,5760.935,2024-02-01,555127.0,235862442000,2162000000,44.06,1.934,34.13,None,None,4.48,43.76,0.241,0.368,0.157,0.324,19936000000,15441000000,11.83,-0.498,0.113,627.9,44.06,28.99,11.83,14.28,11.96,29.82,1.294,638.25,331.89,582.55,550.91,452546000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20240225,1,"['Security Affairs newsletter Round 460 by Pierluigi Paganini – INTERNATIONAL EDITION', 'A new round of the weekly SecurityAffairs newsletter arrived! Every week the best security articles from Security Affairs are free for you in your email box. Enjoy a new round of the weekly SecurityAffairs newsletter, including the international press. Apple …']",0,0,0,0.0,2024-02-23,543.4900,557.1800,541.4800,553.4400,4546484,2024-02-22,5.33,2024-02-26 10:11:04,150.62600000,2024-01-01,308.417,2022-01-01,8.00279982052121,2024-01-01,3.7,2023-11-30,16.07,2023-10-01,5769.95,2024-01-01,554784.0,250154877000,2162000000,46.74,2.061,36.3,None,None,16.07,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.84,0.278,0.116,602.8,46.74,30.96,12.89,15.14,12.69,31.65,1.335,638.25,320.7,597.05,535.66,452000000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20240229,1,"['MediaValet Announces Mailing and Filing of Circular for Special Meeting of Securityholders to Approve Arrangement with an Affiliate of STG Partners', ""(marketscreener.com) MediaValet Inc. is pleased to announce that the Company's management information circular and other meeting materials , prepared in connection with the previously announced arrangement whereby an affiliate of STG Partners LLC will acquire…""]",2,"[""Here's why Anant Ambani and Radhika Merchant picked Jamnagar as wedding location"", ""Anant Ambani and Radhika Merchant are set to tie the knot on July 12 in Jamnagar, Gujarat. The choice of venue holds deep significance for Anant, as Jamnagar is his grandmother's birthplace and where his family's business journey began. Inspired by PM Modi's …"", 'Radhika Merchant stuns in Sabyasachi', 'The Ambani family are gearing up to host the three-day extravaganza from March 1 to March 3 and the bride-to-be was spotted stunning at the Anna Daan ceremony.']",4,0.09932624999999999,2024-02-29,554.8900,561.9400,553.2300,560.2800,3844366,2024-02-28,5.33,2024-03-01 10:11:35,150.49200000,2024-01-01,308.417,2022-01-01,8.00279982052121,2024-01-01,3.7,2024-02-29,0,2023-10-01,5760.935,2024-01-01,554784.0,249422643000,2162000000,46.72,2.055,36.3,None,None,0,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,653.38,46.72,30.86,12.85,15.1,12.66,31.56,1.335,638.25,323.29,594.15,537.79,452000000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20231125,1,"['“黑色星期五”开启美国假期购物季 购物者今年谨慎又挑剔', '“黑色星期五”的销售情况显示，美国消费者正在捂紧钱包，坐等更大的折扣力度，这意味着零售商正迎来沉闷的假期购物季，明年年初公布的财报可能也会乏善可陈。消费者今年的花钱速度与过去几年不同，彼时假期消费的特点是疫情过后的大肆挥霍。\r\n\n虽然周五实体店销售的预估数据还得等一段时间才能出来，但Salesforce Inc．预计11月和12月美国线上销售将同比增长1%，这将是至少五年来的最低增速。这家软件公司表示，感恩节的销售额与上述数字一致，周五的销售似有加快。一些购物者表示，周五的折扣难以打动人心，可能会坚持到零售商提供…']",0,0,4,0.140199,2023-11-24,616.2600,619.4400,613.6000,619.4300,942673,2023-11-23,5.33,2023-11-26 10:11:01,149.39600000,2023-10-01,307.671,2022-01-01,8.00279982052117,2023-10-01,3.9,2023-08-31,11.8,2023-07-01,5633.594,2023-10-01,608839.0,282026476000,1862000000,55.55,1.481,34.6,0,0.0115,11.8,41.11,0.271,0.347,0.144,0.34,18886001000,15441000000,11.15,0.26,0.103,616.54,55.55,22.22,8.89,10.99,9.13,22.68,1.324,624.38,318.6,548.53,461.66,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20240220,3,"['Cactus ransomware gang claims the theft of 1.5TB of data from Energy management and industrial automation firm Schneider Electric', 'The Cactus ransomware gang claims the theft of 1.5TB of data from the Energy management and industrial automation firm Schneider Electric. The Cactus ransomware group claims responsibility for pilfering 1.5TB of data from the Energy management and industrial …', 'Adobe Inc. (NASDAQ:ADBE) to Post Q2 2024 Earnings of $3.59 Per Share, Zacks Research Forecasts', 'Adobe Inc. (NASDAQ:ADBE – Free Report) – Zacks Research boosted their Q2 2024 EPS estimates for shares of Adobe in a report released on Thursday, February 15th. Zacks Research analyst S. Mete now expects that the software company will post earnings of $3.59 p…', 'Are you going to San Francisco? This is not a repeat from 1967 [Followup]', '<table> <tr><td> </td><td> [link] [6 comments] </td></tr></table>']",0,0,4,0.0900405,2024-02-20,531.4950,545.8800,528.0100,541.9100,6567568,2024-02-19,5.33,2024-02-21 10:11:01,150.08500000,2024-01-01,308.417,2022-01-01,8.00279982052121,2024-01-01,3.7,2023-11-30,16.07,2023-10-01,5769.95,2024-01-01,554784.0,247090315000,2162000000,46.29,2.249,36.3,None,None,16.07,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,652.57,46.29,33.78,12.73,16.53,13.88,34.6,1.335,638.25,318.6,602.42,531.67,452000000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20231130,2,"['HPE, Nvidia partner on AI-optimized platforms and services', 'Hewlett Packard Enterprise Inc. is tuning up its artificial intelligence portfolio with today’s announcement of a new set of hybrid cloud offerings for machine learning development, data analytics, AI-optimized file storage and fine-tuning of AI inferencing s…', 'Freshworks benoemt Mika Yamamoto tot Chief Customer and Marketing Officer', 'Utrecht, 30 november 2023 – Freshworks Inc. maakt vandaag de aanstelling bekend van Mika Yamamoto als de Chief Customer and […]']",0,0,2,0.322454,2023-11-30,620.0000,621.4800,605.0700,611.0100,3960309,2023-11-29,5.33,2023-12-01 10:11:01,147.85000000,2023-10-01,307.671,2022-01-01,8.00279982052117,2023-10-01,3.9,2023-11-30,11.8,2023-07-01,5640.366,2023-10-01,608839.0,281097667000,1862000000,55.57,2.292,34.6,0,0.0115,11.8,41.11,0.271,0.347,0.144,0.34,18886001000,15441000000,11.11,0.26,0.103,562.62,55.57,34.36,14.88,17.82,14.7,37.09,1.324,628.6,318.6,555.02,466.55,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20240130,14,"['Italian data protection authority said that ChatGPT violated EU privacy laws', 'Italian data protection authority regulator authority Garante said that ChatGPT violated European Union data privacy regulations. The Italian data protection authority regulator authority, known as “Garante per la protezione dei dati personali”, announced it …', 'Global Industrial Analytics Market Forecast 2024-2030: Predictive Analytics Segment Showing Strong Upsurge through 2030', 'Dublin, Jan. 30, 2024 (GLOBE NEWSWIRE) -- The ""Global Industrial Analytics Market by Component (Service, Software), Analytics Type (Descriptive, Diagnostic, Predictive), Organization Size, Deployment Model, Industry Vertical - Forecast 2024-2030"" report has b…', 'ADOBE GIVES UP ON WEB-DESIGN PRODUCT TO RIVAL FIGMA AFTER DEAL C…', '(marketscreener.com) \n ADOBE GIVES UP ON WEB-DESIGN PRODUCT TO RIVAL FIGMA AFTER DEAL COLLAPSE - BLOOMBERG NEWS\n https://www.marketscreener.com/quote/stock/ADOBE-INC-4844/news/ADOBE-GIVES-UP-ON-WEB-DESIGN-PRODUCT-TO-RIVAL-FIGMA-AFTER-DEAL-C-8230-45843682/?utm…', '750 million Indian mobile subscribers’ data offered for sale on dark web', 'Data of 750 million Indian mobile subscribers was offered for sale on dark web hacker forums earlier in January. CloudSEK researchers warned that a database containing data of 750 million Indian mobile subscribers was offered for sale on dark web hacker forum…', '3D Rendering Market Size Projections Exhibit a CAGR of 27.67%, Likely to Attain a Value of USD 34.57 Billion by 2032', ""The high demand for high-definition 3D animation and graphics will propel the market's growth in the forecasting period. This growth is attributed to its growing use in improving the game experience for professional and casual gamers. NVIDIA Corporation, Adob…"", '20 Cybersecurity Strategies Businesses Can Implement Today', 'Companies need to establish and regularly review their contingency plans and understand where and how backup is happening.', '20 Tips For Mastering The Art Of Remote Work Management', 'Regular check-ins, training on digital tools and promoting work-life balance contribute to a successful remote work environment.', 'Nonfarm Payrolls Seen Up 185K -- Data Week Ahead', ""(marketscreener.com) \n The following are median forecasts for this week's remaining U.S. data from a survey compiled by The Wall Street Journal. \n\n Forecasts were last updated Monday afternoon. \n\n \nDATE TIME RELEASE PERIOD CONSENSUS PREVIOUS \n \nWednesday 0815…"", 'Juniper Networks released out-of-band updates to fix high-severity flaws', 'Juniper Networks released out-of-band updates to\xa0fix high-severity flaws\xa0in SRX Series and EX Series that can allow attackers to take over unpatched systems. Juniper Networks has released out-of-band updates to\xa0address two high-severity flaws, tracked as CVE-…', 'Adobe Inc. (NASDAQ:ADBE) Shares Sold by Great Valley Advisor Group Inc.', 'Great Valley Advisor Group Inc. reduced its stake in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 0.7% in the 3rd quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The institutional inves…', 'Une députée australienne en colère de voir sa photo retouchée: “Mes seins sont plus gros et mon haut plus court”', 'Georgie Purcell est en colère. Le média australien Nine News a modifié une photo d’elle, de manière à rendre ses seins plus gros et son haut plus court. “Je ne peux pas imaginer que cela puisse arriver à un député masculin”, regrette Georgie Purcell.', 'Parlementslid misnoegd nadat Australische nieuwsdienst foto bewerkt: “Mijn borsten zien er groter uit en topje is korter”', 'Georgie Purcell (31) is misnoegd nadat de Australische nieuwsdienst Nine News een foto van haar heeft bewerkt. Op de aangepaste foto zien haar borsten er groter uit en is het topje korter. “Ik kan me niet inbeelden dat dit een mannelijk parlementslid zou over…', 'Adobe Inc. (NASDAQ:ADBE) Short Interest Down 15.7% in January', 'Adobe Inc. (NASDAQ:ADBE – Get Free Report) saw a significant decline in short interest in January. As of January 15th, there was short interest totalling 5,440,000 shares, a decline of 15.7% from the December 31st total of 6,450,000 shares. Approximately 1.2%…', 'AI, sustainability and enterprise tech marketing take center stage at CES 2024', 'The CES consumer electronics show earlier this month highlighted groundbreaking advancements in technology, emphasizing artificial intelligence and sustainability, and brought a lot of enterprise tech marketing to the table. This analysis delves into these th…']",1,"['Adobe Inc. (NASDAQ:ADBE) Shares Sold by Great Valley Advisor Group Inc.', 'Great Valley Advisor Group Inc. reduced its stake in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 0.7% in the 3rd quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission (SEC). The institutional inves…']",1,0.139729,2024-01-30,630.0000,630.4700,620.8900,627.9600,2007432,2024-01-29,5.33,2024-01-31 20:30:01,147.22800000,2023-12-01,306.746,2022-01-01,8.00279982052121,2023-12-01,3.7,2023-11-30,97.45,2023-10-01,5769.95,2023-12-01,675361.0,283837923000,2162000000,53.17,2.337,36.3,0,0.0115,97.45,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,601.73,53.17,35.09,14.62,17.18,14.43,35.98,1.33,636.25,318.6,602.27,515.13,452000000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20231120,17,"['Adobe Inc. (NASDAQ:ADBE) Shares Sold by Kraematon Investment Advisors Inc.', 'Kraematon Investment Advisors Inc. cut its stake in Adobe Inc. (NASDAQ:ADBE – Free Report) by 0.5% in the second quarter, Holdings Channel.com reports. The fund owned 4,881 shares of the software company’s stock after selling 25 shares during the quarter. Ado…', 'Adobe Inc. (NASDAQ:ADBE) Shares Acquired by CV Advisors LLC', 'CV Advisors LLC boosted its holdings in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 3.2% during the 2nd quarter, HoldingsChannel reports. The institutional investor owned 2,999 shares of the software company’s stock after buying an additional 94 share…', 'Top 5 ETFs of 2023', 'The top ETFs of 2023 include XLC, IGM, XLK, IGV, and SCHG.', 'ROSEN, RECOGNIZED INVESTOR COUNSEL, Encourages Adobe Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action – ADBE', 'NEW YORK, Nov. 20, 2023 (GLOBE NEWSWIRE) -- WHY: Rosen Law Firm, a global investor rights law firm, reminds behalf of purchasers of common stock of Adobe Inc. (NASDAQ: ADBE) between July 23, 2021 and September 15, 2022, both dates inclusive (the “Class Period…', 'MetLife Investment Management LLC Reduces Stake in Adobe Inc. (NASDAQ:ADBE)', 'MetLife Investment Management LLC lessened its position in Adobe Inc. (NASDAQ:ADBE – Free Report) by 0.6% in the second quarter, according to the company in its most recent filing with the Securities & Exchange Commission. The firm owned 135,515 shares of the…', 'Ewa LLC Purchases Shares of 517 Adobe Inc. (NASDAQ:ADBE)', 'Ewa LLC acquired a new position in Adobe Inc. (NASDAQ:ADBE – Free Report) during the second quarter, HoldingsChannel.com reports. The fund acquired 517 shares of the software company’s stock, valued at approximately $253,000. Several other large investors hav…', 'Axiom Investors LLC DE Sells 1,686 Shares of Adobe Inc. (NASDAQ:ADBE)', 'Axiom Investors LLC DE decreased its stake in Adobe Inc. (NASDAQ:ADBE – Free Report) by 0.9% in the 2nd quarter, according to its most recent 13F filing with the Securities and Exchange Commission (SEC). The institutional investor owned 177,232 shares of the …', ""EU Commission issues objections to Adobe's $20B Figma acquisition"", ""The EU Commission has issued a Statement of Objections regarding Adobe's\xa0 proposed $20 billion acquisition of web-based collaborative design company Figma.\r\nThe Statement of Objections is \xa0part of an ongoing investigation the Commission launched after Adobe a…"", 'DC Investments Management LLC Has $339,000 Stock Position in Adobe Inc. (NASDAQ:ADBE)', 'DC Investments Management LLC reduced its holdings in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 9.2% in the second quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission (SEC). The fund owned 693 shares of …', 'Thinking about trading options or stock in Coinbase Global, Adobe, Xpeng, Chegg, or Marvell Technology?', '(marketscreener.com) \n\nNEW YORK, Nov. 20, 2023 /PRNewswire/ -- InvestorsObserver issues critical PriceWatch Alerts for COIN, ADBE, XPEV, CHGG, and MRVL.\n\n \n \n \n \n \n \n\n \nClick a link below then choose between in-depth options trade idea report or a stock score…', 'Gabelli Funds LLC Purchases 3,040 Shares of Adobe Inc. (NASDAQ:ADBE)', 'Gabelli Funds LLC grew its position in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 6.6% during the 2nd quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The firm owned 48,970 shares of the software company…', 'Adobe: EU information on Figma acquisition', '(marketscreener.com) The European Commission has informed Adobe of its preliminary view that its proposed acquisition of Figma could reduce competition in the global markets for the supply of interactive product design software and other creative design softw…', 'Vulnerability Summary for the Week of November 13, 2023', 'High Vulnerabilities\n\n<table><tr><th>Primary\nVendor -- Product</th>\n<th>Description</th>\n<th>Published</th>\n<th>CVSS Score</th>\n<th>Source & Patch Info</th>\n</tr>\r\n<tr><td>checkpoint -- endpoint_security</td>\n<td>Local attacker can escalate privileges on affe…', ""Adobe's Deal to Buy Figma Faces EU Objections Over Competition Concerns--Update"", ""(marketscreener.com) \n By Giulia Petroni \n\n\n The European Union's competition watchdog issued a statement of objections against Adobe's proposed $20 billion acquisition of Figma, saying the deal could reduce fair competition in the market of interactive produ…"", 'Adobe 200亿美元收购Figma交易遭欧盟反垄断调查', '据报道，Adobe 以200亿美元收购规模较小的云设计软件制造商Figma\nInc．的交易可能会遭到欧盟并购监管机构的阻扰，除非这两家公司解决欧盟反垄断部门强调的一系列竞争问题。欧盟委员会上周五发布了一份所谓的反对声明，强调Adobe有史以来最大的一笔交易可能会危及交互式产品设计工具市场的公平竞争。\r\n\n该文件呼吁这两家公司纠正这些担忧。如果做不到文件所要求的，可能意味着Adobe创纪录的收购将面临与Booking Holdings Inc．（BKNG.US）以16亿欧元（17.4亿美元）收购瑞典Etraveli…', ""Adobe's Deal to Buy Figma Faces EU Objections Over Competition Concerns"", ""(marketscreener.com) \n By Giulia Petroni \n\n\n The European Union's competition watchdog issued a statement of objections against Adobe's proposed $20 billion acquisition of Figma, saying the deal could reduce fair competition in the market of interactive produ…"", 'Kindle本のブラックフライデー特大セールが開催！ Web制作やUIデザイン、イラスト関連の良書が半額で、超お買い得です', '※本ページは、アフィリエイト広告を利用しています。 今週の金曜日から開催されるAmazon ブラックフライデーに先駆けて、Kindle本のブラックフライデー特大セールが開催されています。Webや紙のデザイン、HTML/C...記事の続きを読む']",0,0,5,0.12655860000000002,2023-11-20,605.3100,614.2000,604.5000,612.7000,2394373,2023-11-17,5.33,2023-11-21 10:11:01,147.70600000,2023-10-01,307.671,2022-01-01,8.00279982052117,2023-10-01,3.9,2023-08-31,11.8,2023-07-01,5633.594,2023-10-01,608839.0,274391089000,1862000000,54.05,1.481,34.6,0,0.0115,11.8,41.11,0.271,0.347,0.144,0.34,18886001000,15441000000,11.15,0.26,0.103,616.54,54.05,22.22,8.89,10.99,9.13,22.68,1.324,614.2,318.6,544.87,458.13,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20240312,1,"['First-ever South Korean national detained for espionage in Russia', 'Russian authorities have detained a South Korean national on cyber espionage charges, it is the first time for a Korean citizen. Russian authorities have arrested a South Korean citizen on charges of cyber espionage, marking the first instance involving a Kor…']",0,0,4,0.17999774999999998,2024-03-12,568.6000,579.7900,562.6000,579.1400,3439082,2024-03-11,5.33,2024-03-13 10:11:03,147.96600000,2024-02-01,310.326,2022-01-01,8.00279982052121,2024-02-01,3.9,2024-02-29,0,2023-10-01,5760.935,2024-01-01,554784.0,253615817000,2162000000,47.41,2.086,36.3,None,None,0,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.82,0.278,0.116,653.38,47.41,31.25,13.07,15.35,12.87,32.08,1.294,638.25,328.17,587.05,546.83,452546000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20231206,1,"['Cathie Wood’s Ark Capitalizes on Bitcoin Rally, Sells Millions in Coinbase and GBTC Shares', 'Source: Adobe Stock Cathie Wood’s Ark Invest is capitalizing on the recent surge as it offloaded millions of Coinbase and Grayscale Bitcoin Tryst shares when the leading crypto surpassed the $44,000 threshold. On Tuesday, the investment firm led by Wood sold …']",0,0,5,0.26664239999999995,2023-12-06,608.0600,608.5302,594.4867,595.7000,2046433,2023-12-05,5.33,2023-12-07 10:11:01,144.80700000,2023-10-01,307.671,2022-01-01,8.00279982052117,2023-10-01,3.9,2023-11-30,11.8,2023-07-01,5640.366,2023-10-01,608839.0,275347014000,1862000000,54.35,2.235,34.6,0,0.0115,11.8,41.11,0.271,0.347,0.144,0.34,18886001000,15441000000,11.08,0.26,0.103,617.96,54.35,33.56,14.58,17.38,14.34,36.17,1.335,628.6,318.6,560.33,470.1,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20240302,0,0,0,0,0,0.0,2024-03-01,561.1100,572.8900,560.6700,570.9300,2968098,2024-02-29,5.33,2024-03-03 10:11:37,150.06400000,2024-01-01,308.417,2022-01-01,8.00279982052121,2024-01-01,3.7,2024-02-29,0,2023-10-01,5760.935,2024-01-01,554784.0,258060354000,2162000000,48.34,2.126,36.3,None,None,0,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,653.38,48.34,31.85,13.3,15.62,13.1,32.66,1.335,638.25,323.29,593.01,539.96,452000000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
